女儿	扁平矢量插画，儿童绘本风格，配色柔和明亮，一位爸爸牵着穿红裙子的小女孩散步，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	女儿.jpg
朋友	扁平矢量插画，儿童绘本风格，配色柔和明亮，两个孩子肩并肩走路，搂着肩膀大笑，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	朋友.jpg
读	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个小男孩捧着书大声朗读，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	读.jpg
苹果	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个红苹果，带一片绿叶，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	苹果.jpg
钱	扁平矢量插画，儿童绘本风格，配色柔和明亮，一堆金光闪闪的硬币，上面放着几张无文字无数字的纸币，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	钱.jpg
儿子	扁平矢量插画，儿童绘本风格，配色柔和明亮，一位妈妈搂着小男孩的肩膀，两人都微笑，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	儿子.jpg
老师	扁平矢量插画，儿童绘本风格，配色柔和明亮，一位老师站在空白黑板前，手里拿着一本书，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	老师.jpg
饭店	扁平矢量插画，儿童绘本风格，配色柔和明亮，一家挂着红灯笼的中式餐馆，透过窗户可见餐桌，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	饭店.jpg
冷	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个穿着厚外套的小男孩搓着手发抖，周围飘着雪花，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	冷.jpg
热	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个男孩满头大汗，用手扇风，头顶有一轮大太阳，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	热.jpg
人	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个微笑的成年人站着挥手，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	人.jpg
天气	扁平矢量插画，儿童绘本风格，配色柔和明亮，一轮太阳、一朵白云和几滴雨点同时出现，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	天气.jpg
学校	扁平矢量插画，儿童绘本风格，配色柔和明亮，一栋明亮的教学楼，门前有旗杆和操场，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	学校.jpg
听	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个女孩戴着耳机听音乐，闭着眼睛微笑，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	听.jpg
同学	扁平矢量插画，儿童绘本风格，配色柔和明亮，两个穿校服的学生背着书包并肩站立，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	同学.jpg
商店	扁平矢量插画，儿童绘本风格，配色柔和明亮，一家带条纹遮阳篷的小商店，橱窗里摆着水果，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	商店.jpg
衣服	扁平矢量插画，儿童绘本风格，配色柔和明亮，一件挂在衣架上的蓝色外套，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	衣服.jpg
医生	扁平矢量插画，儿童绘本风格，配色柔和明亮，一位穿白大褂的医生，脖子上挂着听诊器，微笑着，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	医生.jpg
医院	扁平矢量插画，儿童绘本风格，配色柔和明亮，一栋医院大楼，门口有红色十字标志，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	医院.jpg
椅子	扁平矢量插画，儿童绘本风格，配色柔和明亮，一把木质靠背椅，椅子上放着黄色坐垫，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	椅子.jpg
月	扁平矢量插画，儿童绘本风格，配色柔和明亮，一轮圆圆的黄色月亮，旁边有星星和云朵，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	月.jpg
下雨	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个小女孩撑着红色雨伞走路，乌云里落下雨滴，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	下雨.jpg
先生	扁平矢量插画，儿童绘本风格，配色柔和明亮，一位穿西装的绅士微笑着脱帽致意，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	先生.jpg
书	扁平矢量插画，儿童绘本风格，配色柔和明亮，一本封面上没有文字的精装书，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	书.jpg
水	扁平矢量插画，儿童绘本风格，配色柔和明亮，一杯清水，水面溅起小小的水花，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	水.jpg
水果	扁平矢量插画，儿童绘本风格，配色柔和明亮，一盘水果，有苹果、香蕉、橙子和葡萄，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	水果.jpg
中国	扁平矢量插画，儿童绘本风格，配色柔和明亮，雄伟的长城沿着山脊蜿蜒，前景飘着红灯笼，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	中国.jpg
睡觉	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个小男孩盖着被子在床上熟睡，抱着玩具熊，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	睡觉.jpg
说	扁平矢量插画，儿童绘本风格，配色柔和明亮，两个人面对面愉快地说话，头顶有空白对话气泡，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	说.jpg
写	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个小男孩拿着铅笔在纸上写字，纸上只有黑色线条没有清晰文字，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	写.jpg
桌子	扁平矢量插画，儿童绘本风格，配色柔和明亮，一张木质方桌，桌上放着一个小花瓶，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	桌子.jpg
字	扁平矢量插画，儿童绘本风格，配色柔和明亮，一支毛笔搁在砚台旁，纸上有一个大大的黑色毛笔笔画图案，不是任何真实文字，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	字.jpg
学生	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个背着书包、抱着书本的小学生，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	学生.jpg
坐	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个小男孩端正地坐在椅子上，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	坐.jpg
学习	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个小女孩在书桌前认真写字，纸上没有清晰文字，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	学习.jpg
高	扁平矢量插画，儿童绘本风格，配色柔和明亮，一只高高的长颈鹿抬头吃树叶，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	高.jpg
白	扁平矢量插画，儿童绘本风格，配色柔和明亮，一只雪白的兔子坐在胡萝卜旁边，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	白.jpg
哥哥	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个大男孩搂着小男孩的肩膀，两人都笑，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	哥哥.jpg
快	扁平矢量插画，儿童绘本风格，配色柔和明亮，一辆红色小汽车飞驰，车身后有速度线，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	快.jpg
帮助	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个小男孩扶起摔倒的小女孩，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	帮助.jpg
给	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个小女孩把红苹果递给另一个小孩，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	给.jpg
报纸	扁平矢量插画，儿童绘本风格，配色柔和明亮，一份折起来的报纸，版面上只有灰色色块没有清晰文字，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	报纸.jpg
公共汽车	扁平矢量插画，儿童绘本风格，配色柔和明亮，一辆蓝色的公共汽车，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	公共汽车.jpg
累	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个疲惫的男孩瘫坐在椅子上擦汗，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	累.jpg
公司	扁平矢量插画，儿童绘本风格，配色柔和明亮，一栋现代化的玻璃幕墙办公楼，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	公司.jpg
宾馆	扁平矢量插画，儿童绘本风格，配色柔和明亮，一栋漂亮的宾馆大楼，门前有台阶和遮阳伞，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	宾馆.jpg
长	扁平矢量插画，儿童绘本风格，配色柔和明亮，一列长长的彩色小火车，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	长.jpg
路	扁平矢量插画，儿童绘本风格，配色柔和明亮，一条公路伸向远方，两旁有小树，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	路.jpg
唱歌	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个小女孩拿着麦克风唱歌，身旁飘着音符，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	唱歌.jpg
孩子	扁平矢量插画，儿童绘本风格，配色柔和明亮，两个孩子在草地上奔跑玩耍，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	孩子.jpg
旅游	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个背着背包、拖着行李箱的旅行者，手里拿着相机，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	旅游.jpg
好吃	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个小男孩吃着面条竖起大拇指，表情满足，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	好吃.jpg
卖	扁平矢量插画，儿童绘本风格，配色柔和明亮，一位摊主站在水果摊后卖水果，摊上摆着西瓜和苹果，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	卖.jpg
穿	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个小男孩正在穿上一件外套，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	穿.jpg
黑	扁平矢量插画，儿童绘本风格，配色柔和明亮，一只黑色的小猫坐着，绿色的眼睛，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	黑.jpg
慢	扁平矢量插画，儿童绘本风格，配色柔和明亮，一只小乌龟慢慢地走路，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	慢.jpg
红	扁平矢量插画，儿童绘本风格，配色柔和明亮，一盏红色的大灯笼，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	红.jpg
火车站	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个火车站台，一列绿色火车停靠在站台旁，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	火车站.jpg
机场	扁平矢量插画，儿童绘本风格，配色柔和明亮，一座机场航站楼，一架飞机正从屋顶上方飞过，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	机场.jpg
妹妹	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个小女孩抱着洋娃娃微笑，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	妹妹.jpg
打篮球	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个男孩跳起来把篮球投进篮筐，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	打篮球.jpg
鸡蛋	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个放在蛋杯里的水煮蛋，旁边放着半个蛋壳，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	鸡蛋.jpg
门	扁平矢量插画，儿童绘本风格，配色柔和明亮，一扇棕色木门，装着圆形门把手，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	门.jpg
面条儿	扁平矢量插画，儿童绘本风格，配色柔和明亮，一碗热气腾腾的面条，筷子夹起几根面条，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	面条儿.jpg
教室	扁平矢量插画，儿童绘本风格，配色柔和明亮，一间明亮的教室，有课桌椅和一块空白黑板，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	教室.jpg
男	扁平矢量插画，儿童绘本风格，配色柔和明亮，一位短发成年男性，穿蓝色上衣，微笑，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	男.jpg
姐姐	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个扎马尾的女孩牵着小女孩的手散步，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	姐姐.jpg
等	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个人在公交车站等车，低头看着手腕上的表，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	等.jpg
牛奶	扁平矢量插画，儿童绘本风格，配色柔和明亮，一杯牛奶，旁边放着一个玻璃牛奶瓶，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	牛奶.jpg
弟弟	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个小男孩拉着大男孩的手走路，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	弟弟.jpg
女	扁平矢量插画，儿童绘本风格，配色柔和明亮，一位长发成年女性，穿裙子，微笑，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	女.jpg
跑步	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个男孩在跑步，穿着蓝色运动服，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	跑步.jpg
咖啡	扁平矢量插画，儿童绘本风格，配色柔和明亮，一杯冒着热气的咖啡，碟子上放着几颗咖啡豆，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	咖啡.jpg
票	扁平矢量插画，儿童绘本风格，配色柔和明亮，两张空白的票券，旁边放着一盒爆米花，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	票.jpg
房间	扁平矢量插画，儿童绘本风格，配色柔和明亮，一间温馨的卧室，有床、衣柜和台灯，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	房间.jpg
妻子	扁平矢量插画，儿童绘本风格，配色柔和明亮，一对夫妻手牵手微笑，女士手指戴着婚戒，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	妻子.jpg
考试	扁平矢量插画，儿童绘本风格，配色柔和明亮，学生们坐在课桌前考试，试卷上只有模糊线条没有清晰文字，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	考试.jpg
起床	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个小男孩坐在床上伸懒腰，旁边窗户透进早晨的阳光，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	起床.jpg
服务员	扁平矢量插画，儿童绘本风格，配色柔和明亮，一位服务员托着放有饮料杯的托盘，微笑着，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	服务员.jpg
铅笔	扁平矢量插画，儿童绘本风格，配色柔和明亮，一支削尖的黄色铅笔，旁边放着卷笔刀，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	铅笔.jpg
玩	扁平矢量插画，儿童绘本风格，配色柔和明亮，两个孩子在草地上玩皮球，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	玩.jpg
晴	扁平矢量插画，儿童绘本风格，配色柔和明亮，一轮微笑的金黄色太阳，旁边只有一小朵白云，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	晴.jpg
晚上	扁平矢量插画，儿童绘本风格，配色柔和明亮，一轮月亮和几颗星星，一扇窗户透出暖黄色的灯光，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	晚上.jpg
问	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个小学生举手向老师提问，老师微笑着俯身回答，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	问.jpg
阴	扁平矢量插画，儿童绘本风格，配色柔和明亮，一朵灰色乌云遮住太阳，光线变暗，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	阴.jpg
上班	扁平矢量插画，儿童绘本风格，配色柔和明亮，一位穿西装的男士提着公文包赶路，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	上班.jpg
游泳	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个戴着游泳圈的小孩在游泳，周围溅起水花，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	游泳.jpg
身体	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个健康活泼的男孩张开双臂跳跃，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	身体.jpg
西瓜	扁平矢量插画，儿童绘本风格，配色柔和明亮，一块切好的西瓜，红色瓜瓤黑色瓜籽绿色瓜皮，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	西瓜.jpg
生病	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个生病的小孩躺在床上，额头敷着毛巾，脸红红的，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	生病.jpg
鱼	扁平矢量插画，儿童绘本风格，配色柔和明亮，一条橙白相间的金鱼摆动着尾巴，周围有小气泡，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	鱼.jpg
生日	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个插着蜡烛的生日蛋糕，周围有气球和礼物盒，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	生日.jpg
洗	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个小女孩在水池边洗手，手上满是泡泡，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	洗.jpg
运动	扁平矢量插画，儿童绘本风格，配色柔和明亮，两个孩子在操场上运动，一个拍皮球一个跳绳，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	运动.jpg
笑	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个开怀大笑的小男孩，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	笑.jpg
手表	扁平矢量插画，儿童绘本风格，配色柔和明亮，一块腕表，表盘上没有数字，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	手表.jpg
早上	扁平矢量插画，儿童绘本风格，配色柔和明亮，一轮金黄色朝阳，旁边一只公鸡站在篱笆上打鸣，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	早上.jpg
手机	扁平矢量插画，儿童绘本风格，配色柔和明亮，一部智能手机，屏幕为纯色没有内容，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	手机.jpg
丈夫	扁平矢量插画，儿童绘本风格，配色柔和明亮，一对夫妻手牵手微笑，男士手指戴着婚戒，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	丈夫.jpg
说话	扁平矢量插画，儿童绘本风格，配色柔和明亮，两个人面对面聊天，头顶有空白对话气泡，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	说话.jpg
休息	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个人躺在沙发上休息，旁边放着一杯茶，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	休息.jpg
送	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个男孩把系着蝴蝶结的礼物盒递给女孩，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	送.jpg
雪	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个可爱的雪人站在雪地里，空中飘着雪花，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	雪.jpg
颜色	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个画家的调色盘，上面有红黄蓝绿等颜料，旁边放着画笔，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	颜色.jpg
眼睛	扁平矢量插画，儿童绘本风格，配色柔和明亮，一张可爱的卡通脸蛋，有一双又圆又大的眼睛，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	眼睛.jpg
踢足球	扁平矢量插画，儿童绘本风格，配色柔和明亮，两个男孩在草地上踢足球，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	踢足球.jpg
羊肉	扁平矢量插画，儿童绘本风格，配色柔和明亮，一盘烤羊肉串放在盘子里，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	羊肉.jpg
药	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个白色药瓶和几粒彩色药片，药瓶标签是空白的，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	药.jpg
跳舞	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个穿芭蕾舞裙的小女孩在跳舞，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	跳舞.jpg
走	扁平矢量插画，儿童绘本风格，配色柔和明亮，一个男孩迈开大步向前走，背着书包，主体居中占画面大部分，浅米色纯色背景，画面简洁无文字无字母无水印，正方形构图	走.jpg
